"Question","Answer"
"아, 그런데 문득 생각이 들었다
그가 ~하지도 않을 거라고
그 사슴을 찾을 거라고.","Ah, then, it occurred to me
that he wasn't even going
to find that deer."
"그는 엉뚱한 방향으로 가고 있었고,
내가 보기에 사슴은
마른 양치식물 더미 속에 쓰러져서
찾기 어려울 터였다.","He was going off at an angle,
and from what I could see,
the deer had dropped in a big bank of dry ferns
and would be hard to find."
"초조해지기 시작했다
이 시점에서.","It got to be nerve-racking
at this point."
"내 새 재킷이 보였다
양치식물 속에 놓여 있는,
그리고 사냥꾼이
그것을 찾고 있었다.","I could see my new jacket
lying in the ferns,
and the hunter
looking for it."
"나는 눈을 감고
머릿속으로 그를
왼쪽으로 유도했다.","I closed my eyes
and mentally steered him
to the left."
"그런데 기특한 프라이트풀!","Then, good old Frightful!"
"그녀는 산 아래로 날아와
어린 단풍나무에 앉아 있었다
멀지 않은
사슴에서.","She had winged down the mountain
and was sitting in a sapling maple
not far
from the deer."
"그녀는 그 남자를 보고
소리를 질렀다.","She saw the man
and screamed."
"그는 그녀 쪽을 바라보았고;
그녀를 뭐라고 생각했는지 모르겠지만
몸을 돌려
그녀 쪽으로 걸어가기 시작했다.","He looked in her direction;
heaven knows what he thought she was,
but he turned
and started toward her."
"그녀는 날개를 퍼덕이며,
하늘로 올라가,
사라졌다
내 머리 위로.","She rustled her wings,
climbed into the sky,
and disappeared
over my head."
"나는 정말 휘파람을 불어 부르고 싶었지만,
내 사슴이 걱정되었고,
나 자신도,
그녀도.","I did want to whistle to her,
but feared for my deer,
myself,
and her."
"나는 나무에 매달린 채
기다렸다
약 30분을.","I hung in the tree
and waited
about a half an hour."
"마침내 그 남자는
사냥을 포기했다.","Finally the man
gave up his hunt."
"친구들이 불러서,
그는 계속 갔다
산 아래로.","His friends called,
and he went on
down the mountain."
"나는 나무에서
내려왔다.","I went down
the tree."
"마른 양치식물 속에
멋진
어린 수사슴이 누워 있었다.","In the dry ferns
lay a nice
young buck."
"나는 조심스럽게 덮었다
담장의 돌 몇 개와,
양치식물을 더 덮어,
서둘러 집으로 돌아왔다.","I covered it carefully
with some of the stones from the fence,
and more ferns,
and rushed home."
"휘파람을 불자
내 솔나무 꼭대기에서
프라이트풀이 내려왔다.","I whistled,
and down from the top of my own hemlock
came Frightful."
"자작나무 껍질을 구했다
이 모든 것을 적으려고
너무 조급해지지 않도록
사슴을 가지러 가지 않도록
너무 일찍.","I got a piece of birch bark
to write all this on
so I wouldn't get too anxious
and go for the deer
too soon."
"우리는 어두워질 때까지 기다렸다가
가지러 갈 것이다, 저녁 식사와
내 새 재킷을.","We will wait until dark
to go get our dinner
and my new jacket."
"생각이 들기 시작한다
사슴 가죽과 사슴고기를 모두 갖게 될 것이라고
쓸 수 있을 만큼.","I am beginning to think
I'll have all the deer hide and venison
I can use."
"있을 것이 틀림없다
다른 잃어버린 사냥감이
이 산에는.”","There must be
other lost game
on this mountain."""
"나는 어둠이 내린 후 사슴을 가져왔고,
생각이
맞았다.","I got the deer after dark,
and I was
quite right."
"시즌이 끝나기 전에
사슴 두 마리를 더 얻었다
같은 방법으로.","Before the season was over
I got two more deer
in the same way."
"하지만,
첫 번째 사슴을 손질해야 했기에,
나머지 시즌은
빠르게 지나갔다.","However,
with the first deer to work on,
the rest of the season
passed quickly."
"할 일이 많았다
긁고 준비하는.","I had lots of
scraping and preparing to do."
"불만이 있다면
감히 불을 피우지 못하고
요리하지 못한다는 것이었다
그 훌륭한 고기를.","My complaint was that
I did not dare light a fire
and cook
that wonderful meat."
"발각될까
두려웠다.","I was afraid
of being spotted."
"나는 훈제 사슴고기와
견과류,
산사나무 열매를 먹었다.","I ate smoked venison,
nut meats,
and hawthorn berries."
"산사나무 열매는
사과와 약간
비슷한 맛이 난다.","Hawthorn berries taste
a little bit
like apples."
"사과보다 더 작고
건조하다.","They are smaller
and drier than apples."
"씨도
크다.","They also have
big seeds in them."
"산사나무는 알아보기 쉽다
크고 빨간
반짝이는 가시가 있어서.","The hawthorn bush is easy to tell
because it has big red
shiny thorns on it."
"매일 총소리가 줄어들었다
사냥꾼들이 산을 떠나
집으로 돌아가면서.","Each day the shooting lessened
as the hunters left the hills
and went home."
"그들이 빠져나갈수록
프라이트풀과 나는
점점 더 자유롭게
돌아다닐 수 있었다.","As they cleared out,
Frightful and I were
freer and freer
to roam."
"이제 기온이
충분히 추워졌기에
사슴고기를 보존할 만큼,
그래서 훈제하지 않았다
마지막 두 마리는,","The air temperature now was
cold enough
to preserve the venison,
so I didn't smoke
the last two deer,"
"그리고 약 2주 후
그 첫 번째 놀라운 총소리를 들은 지,
나는 멋진 스테이크를 잘라내고,
활활 타는 불을 피우고,
숯불이 빨갛게 달아올랐을 때,
제대로 된 저녁 식사를 했다.","and about two weeks
after I heard that first alarming shot,
I cut off a beautiful steak,
built a bright fire,
and when the embers were glowing,
I had myself a real dinner."
"말린 먼지버섯을 물에 불려서,
크고 촉촉해지면,
야생 양파와 함께 볶고
빈약한 야생 당근과 함께,
배불리 먹었다
호의적인 감정이 들 때까지
모든 사람에게.","I soaked some dried puffballs in water,
and when they were big and moist,
I fried them with wild onions
and skimpy old wild carrots
and stuffed myself
until I felt kindly
toward all men."
"나는 이렇게 썼다:","I wrote this:"
"""11월 26일","""November 26"
"사냥꾼은 올바르게 활용하면
훌륭한 친구가 된다.","Hunters are excellent friends
if used correctly."
"그들에게 들키지 마라;
하지만 가까이 따라가라.","Don't let them see you;
but follow them closely."
"이용하는 게 좋은데
나무 꼭대기를
이 목적에는,
사냥꾼은 위를 쳐다보지 않기 때문이다.","Preferably use
the tops of trees
for this purpose,
for hunters don't look up."
"그들은 아래를 보고
좌우를 보고
정면을 본다.","They look down
and to the right and left
and straight ahead."
"그러니 나무 위에 있으면
그들이 무엇을 쏘는지 볼 수 있을 뿐 아니라
어디에 떨어지는지도 알 수 있고,
극도로 조심하면
그들보다 먼저 도착해서
숨길 수도 있다.","So if you stay in the trees,
you can not only see what they shoot,
but where it falls,
and if you are extremely careful,
you can sometimes get to it before they do
and hide it."
"내가 세 번째 사슴을
그렇게 얻은 것이다.""","That's how I got
my third deer."""
"좀 더 어려움이 있었다
이 가죽들을 무두질하는 데
참나무 그루터기의 물이
밤마다 얼었기 때문이다.","I had a little more trouble
tanning these hides
because the water in my oak stump
kept freezing at night."
"추워지고 있었다.","It was getting cold."
"나는 입기 시작했다
토끼 털 속옷을
오전 대부분.","I began wearing
my rabbit-fur underwear
most of the morning."
"정오에는 아직 너무 따뜻해서
입고 있기엔,
하지만 좋았다
밤에는.","It was still too warm at noon
to keep it on,
but it felt good
at night."
"속옷을 입고 잤다
만들 때까지
담요를.","I slept in it
until I got
my blanket made."
"담요에서 사슴 털을
벗기지 않았다.","I did not scrape the deer hair
off my blanket."
"붙어 있는 게
좋았다.","I liked it
on."
"내가 자랐기 때문에
사슴 가죽 한 장으로는
나를 덮을 수 없었다.","Because I had grown,
one deerskin
wouldn't cover me."
"다른 가죽의 일부를
덧대어 꿰맸다.","I sewed part of
another one to it."
"세 번째 가죽으로
재킷을 만들었다.","The third hide
I made into a jacket."
"그냥 직사각형을 잘라내고
머리 구멍을 만들어
꿰매 달았다
곧고 넓은 소매를.","I just cut a rectangle
with a hole in it for my head
and sewed on
straight wide sleeves."
"여기저기 커다란 주머니를 달았다,
남은 조각을 모두 사용하여,
포함해서
지난여름 만든 주머니도.","I put enormous pockets all over it,
using every scrap I had,
including the pouches
I had made last summer."
"합쳐 놓은 것 같았다
러시아 군복과 목수 앞치마를,
하지만 따뜻하고, 넉넉하고,
내가 보기엔,
멋졌다.","It looked like a cross
between a Russian military blouse and a carpenter's apron,
but it was warm, roomy
and, I thought,
handsome."
"나는 현관 앞에 서 있었다
11월 23일에
머리부터 발끝까지 사슴 가죽을 입고.","I stood in my doorway
the twenty-third of November
dressed from head to toe in deerskins."
"나는 토끼 털로 안감을 댔다.","I was lined with rabbit fur."
"나는 벙어리장갑과
다람쥐 털 안감의 모카신을 신고 있었다.","I had mittens
and squirrel-lined moccasins."
"나는 내 옷차림에 꽤 신이 났다.","I was quite excited by my wardrobe."
"내가 휘파람을 불자
프라이트풀이 내 주먹 위로 날아왔다.","I whistled
and Frightful came to my fist."
"프라이트풀은 비단결 같은 검은 눈으로 나를 바라보더니
내 옷을 쪼았다.","She eyed me with her silky black eyes
and pecked at my suit."
"'프라이트풀,' 내가 말했다,
'이건 먹을 게 아니야.","'Frightful,' I said,
'this is not food."
"이건 내 새 옷이야.
제발 먹지 마.'","It is my new suit.
Please don't eat it.'"
"프라이트풀은 부드럽게 지저귀고,
깃털을 부풀리더니,
초원 쪽을 고요히 바라보았다.","She peeped softly,
fluffed her feathers,
and looked gently toward the meadow."
"'너도 아름답다, 프라이트풀,' 내가 말하며,
프라이트풀의 등에 있는 슬레이트 회색 깃털을 만졌다.","'You are beautiful, too, Frightful,' I said,
and I touched the slate gray feathers of her back."
"아주 부드럽게
나는 칠흑 같은 깃털을 쓰다듬었다
눈가에서 내려오는 그 깃털을.","Very gently
I stroked the jet black ones
that came down from her eyes."
"그 아름다운 무늬가
프라이트풀에게 고귀한 위엄을 한껏 부여했다.","Those beautiful marks
gave her much of her superb dignity."
"어떤 의미에서
프라이트풀도 역시 새 옷을 입은 셈이었다.","In a sense
she had also come into a new suit."
"프라이트풀의 깃털은
가을 동안 바뀌었고,
정말 숨이 멎을 만큼 아름다웠다.","Her plumage had changed
during the autumn,
and she was breathtaking."
"나는 샘물로 걸어가서
우리 모습을 들여다보았다.","I walked to the spring
and we looked in."
"나는 우리 모습이 아주 선명하게 보였는데,
더 이상 개구리가 물에 풍덩 뛰어들어
거울을 동심원과 물결로 깨뜨리지 않았기 때문이다.","I saw us quite clearly,
as there were no longer any frogs to plop in the water
and break the mirror with circles and ripples."
"'프라이트풀,' 내가 말했다,
이리저리 돌고 돌며 살펴보면서.","'Frightful,' I said
as I turned and twisted and looked."
"'우리는 꽤 잘생겼을 텐데
내 머리카락만 아니라면.","'We would be quite handsome
if it were not for my hair."
"머리를 한 번 더 잘라야겠어.'","I need another haircut.'"
"나는 할 수 있는 최선을 다해 머리를 잘랐다
주머니칼로.","I did the best job I was able to do
with a penknife."
"모자를 만들어야겠다고 마음속으로 메모했다
삐져나온 머리카락을 가릴.","I made a mental note to make a hat
to cover the stray ends."
"그리고 나 자신도 놀라운 일을 했다.","Then I did something which took me by surprise."
"나는 11월의 맑은 공기를 맡고,
한 번 더 돌아서 내 옷 뒷모습을 확인한 다음,
산을 내려갔다.","I smelled the clean air of November,
turned once more to see how the back of my suit looked,
and walked down the mountain."
"나는 징검돌을 밟고 개울을 건넜다.","I stepped over the stream on the stones."
"나는 도로까지 걸어갔다.","I walked to the road."
"스스로를 말릴 틈도 없이,
나는 이미 마을을 향해 가고 있었다.","Before I could talk myself out of it,
I was on my way to town."
"도로를 걸어 내려가면서,
나는 계속 도서관에 간다고 가장했지만,
일요일이라
도서관이 문을 닫았다는 걸 알고 있었다.","As I walked down the road,
I kept pretending I was going to the library;
but it was Sunday,
and I knew the library was closed."
"나는 프라이트풀을 마을 바로 바깥에 묶어 두었다
그루터기 위에.","I tethered Frightful just outside town
on a stump."
"관심을 끌고 싶지 않았다.","I didn't want to attract any attention."
"돌멩이를 차며 걸어가고,
휘파람을 불면서,
나는 마을 중심 교차로까지 걸어갔다
마치 매주 일요일 오는 것처럼.","Kicking stones as I went,
and whistling,
I walked to the main intersection of town
as if I came every Sunday."
"나는 약국을 보자 걸음이 빨라지기 시작했는데,
내가 느끼기 시작했기 때문이다
사람들이 매일 보는 모습과는
완전히 다르다는 걸.","I saw the drugstore and began to walk faster,
for I was beginning to sense
that I was not exactly
what everybody saw every day."
"사람들의 시선이
필요 이상으로 오래 나에게 머물렀다.","Eyes were upon me
longer than they needed to be."
"약국에 도착했을 때,
나는 뛰고 있었다.","By the time I got to the drugstore,
I was running."
"나는 안으로 슬쩍 들어가
잡지 진열대로 갔다.","I slipped in
and went to the magazine stand."
"나는 만화책 한 권을 집어 들고
읽기 시작했다.","I picked up a comic book
and began to read."
"발소리가 내 쪽으로 다가왔다.","Footsteps came toward me."
"만화 밑부분 아래로
바지 한 벌과 새들슈즈 한 켤레가 보였다.","Below the bottom pictures
I saw a pair of pants and saddle shoes."
"한쪽 신발이 톡, 톡 소리를 냈다.","One shoe went tap, tap."
"그 발은 가볍게 깡충거리더니,
내 반대편으로 걸어가는 게 보였다.","The feet did a kind of hop step,
and I watched them walk to the other side of me."
"톡, 톡, 톡, 다시,
깡충 한 걸음 더,
그 신발과 바지가 나를 한 바퀴 돌았다.","Tap, tap, tap, again;
a hop step
and the shoes and pants circled me."
"그러더니 목소리가 들렸다.
'어이쿠, 다니엘 분 아니신가!'","Then came the voice.
'Well, if it isn't Daniel Boone!'"
"나는 내 또래쯤 되는 얼굴을 올려다보았다—
다만 좀 더 강아지 같은—이라고 나는 생각했다.","I looked into a face about the age of my own—
but a little more puppyish—I thought."
"비슷한 색깔이었고—
눈은 갈색, 머리카락도 갈색으로—
코는 나보다 크고,
귀도 나보다 컸지만,
아주 자신감 넘치는 얼굴이었다.","It had about the same coloring—
brown eyes, brown hair—
a bigger nose than mine,
and more ears,
but a very assured face."
"나는 '뭐?' 하고 말했다.","I said, 'Well?'"
"나는 씩 웃었는데,
정말 오랜만이었기 때문이다
내 또래 젊은이를 본 게.","I grinned,
because it had been a long time
since I had seen a young man my age."
"그 젊은이는 대답하지 않고,
내 소매를 손가락 사이에 잡더니
유심히 살펴보았다.","The young man didn't answer,
he simply took my sleeve between his fingers
and examined it closely."
"'이거 직접 씹어서 만든 거야?' 하고 물었다.","'Did you chew it yourself?' he asked."
"나는 그가 살펴보는 부분을 보고 말했다,
'음, 아니, 돌에 대고 두드렸는데,
목 부분은 좀 씹어야 했어.","I looked at the spot he was examining and said,
'Well, no, I pounded it on a rock there,
but I did have to chew it a bit around the neck."
"찔려서.'","It stuck me.'"
"우리는 그때 서로를 바라보았다.","We looked at each other then."
"나는 뭔가 말하고 싶었지만,
어디서부터 시작해야 할지 몰랐다.","I wanted to say something,
but didn't know where to begin."
"그는 다시 내 소매를 잡아당겼다.","He picked at my sleeve again."
"'우리 동생도 그것보다
더 진짜 같은 옷이 있거든.","'My kid brother has one
that looks more real than that thing."
"대체 왜 그걸 입고 다녀?'","Whataya got that on for anyway?'"
"나는 그의 옷을 살펴보았다.","I looked at his clothes."
"그는 멋진 회색 슬랙스에,
목이 트인 하얀 셔츠,
그리고 가죽 재킷을 입고 있었다.","He had on a nice pair of gray slacks,
a white shirt opened at the neck,
and a leather jacket."
"이런 것들을 보면서,
나는 할 말을 찾았다.","As I looked at these things,
I found my voice."
"'음, 네가 입은 것 같은 옷은
일주일이면 갈기갈기 찢어질 텐데.'","'Well, I'd rip anything like you have on
all to pieces in about a week.'"
"그는 대답하지 않았다.
다시 나를 한 바퀴 돌았다.","He didn't answer;
he walked around me again."
"'어디서 왔다고 했지?'","'Where did you say you came from?'"
"'말한 적 없는데,
이 위쪽 농장에서 왔어.'","'I didn't say,
but I come from a farm up the way.'"
"'이름이 뭐라고 했지?'","'Whatja say your name was?'"
"'글쎄, 네가 나를 다니엘 분이라고 불렀잖아.'","'Well, you called me Daniel Boone.'"
"'다니엘 분, 응?'
그는 나를 한 바퀴 더 돌고 나서,
유심히 들여다보았다.","'Daniel Boone, eh?'
He walked around me once more,
and then peered at me."
"'너 뉴욕에서 왔지.
억양으로 알 수 있어.'","'You're from New York.
I can tell the accent.'"
"그는 화장품 카운터에 기대며 말했다.","He leaned against the cosmetic counter."
"'자, 솔직히 말해 봐,
이게 뉴욕 애들이 요즘 입는 거야?
갱 같은 건가?'","'Come on, now, tell me,
is this what the kids are wearing in New York now?
Is this gang stuff?'"
"'나는 갱 같은 데 속한 적 없는데,' 하고 내가 말했다.
'넌 그래?'","'I am hardly a member of a gang,' I said.
'Are you?'"
"'여기서? 아니, 우린 볼링이나 쳐.'","'Out here? Naw, we bowl.'"
"볼링 이야기가 한동안 이어지다가,
그가 시계를 봤다.","The conversation went to bowling for a while,
then he looked at his watch."
"'나 가야 돼.
너 정말 볼만하다, 분.","'I gotta go.
You sure are a sight, Boone."
"대체 뭐 하는 거야,
카우보이와 인디언 놀이?'","Whatja doing anyway,
playing cowboys and Indians?'"
"'그리블리 농장으로 올라오면
내가 뭘 하는지 보여줄게.","'Come on up to the Gribley farm
and I'll show you what I'm doing."
"나는 연구를 하고 있거든.
언제 다 폭격 맞아서
사슴 고기 훈제법을 알아야 할지 누가 알겠어.'","I'm doing research.
Who knows when we're all going to be blown to bits
and need to know how to smoke venison.'"
"'이야, 뉴욕 녀석들은
정말 말을 돌리는 데 선수네.","'Gee, you New York guys
can sure double talk."
"그게 무슨 뜻이야,
건물 하나 불태운다는 거야?'","What does that mean,
burn a block down?'"
"'아니, 사슴 고기를 훈제한다는 뜻이야,' 내가 말했다.","'No, it means smoke venison,' I said."
"나는 주머니에서 한 조각 꺼내
그에게 주었다.","I took a piece out of my pocket
and gave it to him."
"그는 냄새를 맡더니
돌려주었다.","He smelled it
and handed it back."
"'이봐,' 그가 말했다,
'이걸 먹는 거야?'","'Man,' he said,
'whataya do, eat it?'"
"'당연히 먹지,' 내가 대답했다.","'I sure do,' I answered."
"너를 집에 보내야 할지 모르겠다
내 동생이랑 놀게 할지,
경찰을 불러야 할지.'","'I don't know whether to send you home
to play with my kid brother
or call the cops.'"
"그는 어깨를 으쓱하며
가야 한다고 또 말했다.","He shrugged his shoulders
and repeated that he had to go."
"가면서 그가 뒤돌아 외쳤다,
'그리블리 농장이라고?'","As he left, he called back,
'The Gribley farm?'"
"'맞아.
찾을 수 있으면 올라와.'","'Yes.
Come on up if you can find it.'"
"나는 잡지를 뒤적였다
점원이 뭘 팔고 싶어 안달이 날 때까지,
그러고는 밖으로 나왔다.","I browsed through the magazines
until the clerk got anxious to sell me something,
and then I wandered out."
"대부분의 사람들은 교회에 있었다.","Most of the people were in church."
"나는 마을을 돌아다니다가
도로로 돌아왔다.","I wandered around the town
and back to the road."
"사람들을 다시 보니 좋았다.","It was nice to see people again."
"마을 외곽에서
한 꼬마가 집에서 뛰쳐나왔는데
신발도 안 신고 있었고,
뒤따라 엄마가 뛰쳐나왔다.","At the outskirts of town
a little boy came bursting out of a house
with his shoes off,
and his mother came bursting out after him."
"나는 그 꼬마의 팔을 잡아
엄마가 안아서 데려갈 때까지 붙잡고 있었다.","I caught the little fellow by the arm
and I held him until his mother picked him up and took him back."
"계단을 올라가다가,
엄마가 멈춰서 나를 바라보았다.","As she went up the steps,
she stopped and looked at me."
"엄마는 문 쪽으로 가다가,
다시 몇 걸음 돌아와서
또 나를 쳐다보았다.","She stepped toward the door,
and then walked back a few steps
and looked at me again."
"나는 눈에 띄는 것 같은 기분이 들어
산으로 가는 길을 택했다.","I began to feel conspicuous
and took the road to my mountain."
"나는 작은 딸기 할머니 집을 지나갔다.","I passed the little old strawberry lady's house."
"거의 들어갈 뻔했는데,
뭔가가 집에 가라고 말했다.","I almost went in,
and then something told me to go home."
"나는 프라이트풀을 찾아서 끈을 풀고,
크림색 가슴 깃털을 쓰다듬으며,
말을 걸었다.","I found Frightful, untied her,
stroked her creamy breast feathers,
and spoke to her."
"'프라이트풀,
나 오늘 친구를 사귀었어.","'Frightful,
I made a friend today."
"내가 처음부터 그걸 바랐던 걸까?'","Do you think that is what I had in mind all the time?'"
"새가 속삭였다.","The bird whispered."
"마음이 쓸쓸했다
낙엽을 차며
숲을 통해 집으로 돌아가는데.","I was feeling sad
as we kicked up the leaves
and started home through the forest."
"반면에,
나는 재킷 씨를 만나서 기뻤다,
내가 그렇게 부른.","On the other hand,
I was glad I had met Mr. Jacket,
as I called him."
"나는 그의 이름을 물어보지도 않았다.","I never asked his name."
"나는 그를 좋아하게 되었는데
우리가 싸우지도 않았는데 말이다.","I had liked him
although we hadn't even had a fight."
"내가 사귄 최고의 친구들은
늘 먼저 싸우고,
상처가 나은 후에야 좋아하게 되었다.","All the best friends I had,
I always fought,
then got to like them after the wounds healed."
"오후가 어두워졌다.","The afternoon darkened."
"나무 주변을 딸깍거리며 돌아다니던 동고비새들이
조용해졌다.","The nuthatches that had been clinking around the trees
were silent."
"박새들은 사라져 버렸다.","The chickadees had vanished."
"외로운 까마귀 한 마리가 울었다
길가에서.","A single crow called
from the edge of the road."
"노래하는 벌레도 없었고,
개똥지빠귀도, 꾀꼬리도,
비레오도, 울새도 없었다.","There were no insects singing,
there were no catbirds, or orioles,
or vireos, or robins."
"'프라이트풀,' 내가 말했다.
'겨울이다.","'Frightful,' I said.
'It is winter."
"겨울인데 나는
엄청나게 중요한 일을 깜빡했어—
장작을 잔뜩 쌓아 두는 것.'","It is winter and I have forgotten
to do a terribly important thing—
stack up a big woodpile.'"
"그 어리석음 때문에 재킷 씨 생각이 머리에서 싹 사라졌고,
나는 계곡을 질주해
산으로 내달렸다.","The stupidity of this sent Mr. Jacket right out of my mind,
and I bolted down the valley
to my mountain."
"프라이트풀이 균형을 잡으려고 날개를 퍼덕였다.","Frightful flapped to keep her balance."
"산길로 이어지는 징검돌을 건너며,
나는 프라이트풀에게 말했다,
'가끔 나는 봄까지 버틸 수 있을지 모르겠어.'","As I crossed the stones to my mountain trail,
I said to that bird,
'Sometimes I wonder if I will make it to spring.'"
"이제 나는 거의 다 왔다
그 눈보라 이야기에.","Now I am almost
to that snowstorm."
"그 다음 날 아침,
나무에 대한 끔찍한 생각을 한
나는 일찍 일어났다.","The morning after
I had the awful thought about the wood,
I got up early."
"반가운 마음으로 들었다
동고비와 박새 소리를.","I was glad to hear
the nuthatches and chickadees."
"그 새들은 내게 느낌을 주었다
아직 시간이 있다는
나무를 벨.","They gave me the feeling
that I still had time
to chop."
"그 새들은 밝고 바쁘게 움직였고
폭풍 따위는 전혀 걱정하지 않았다.","They were bright, busy,
and totally unworried about storms."
"나는 도끼를 어깨에 메고
밖으로 나갔다.","I shouldered my ax
and went out."
"나무를 대부분 써버렸다
솔송나무 집 주변의,
그래서 협곡 꼭대기로 건너갔다.","I had used most of the wood
around the hemlock house,
so I crossed to the top of the gorge."
"먼저 나무에서 마른 가지를 모두 꺾어
집으로 끌고 왔다.","First I took all the dry limbs off the trees
and hauled them home."
"그런 다음 죽은 나무들을 베어 넘겼다.","Then I chopped down dead trees."
"사방에 장작이 쌓이자,
나는 나무 안으로 들어가
팔을 밖으로 내밀었다.","With wood all around me,
I got in my tree
and put my arm out."
"나는 솔잎 위에 x 표시를 했다.","I made an x in the needles."
"x 표시가 있는 곳에서부터
나는 장작을 쌓기 시작했다.","Where the x lay,
I began stacking wood."
