"Question","Answer"
"그 안에서
나는 겨울을 자세히 살펴보고 눈 속에서 봄을 찾는다","IN WHICH
I Have a Good Look at Winter and Find Spring in the Snow"
"크리스마스가 끝나자, 겨울은 본격적이 되었다.","With Christmas over, the winter became serious."
"눈은 더 깊어졌고, 바람은 불었고, 기온은 떨어졌다
공기가 딱딱 소리를 내고 말을 할 때까지.","The snows deepened, the wind blew, the temperatures dropped
until the air snapped and talked."
"인류가 그토록 멀리 느껴진 적은 없었다
1월, 2월, 그리고 3월의
그 춥고 고요한 달들에서처럼.","Never had humanity seemed so far away
as it did in those cold still months
of January, February, and March."
"나는 눈 덮인 바위산을 돌아다녔다,
새들의 언어를 들으며 낮에는
그리고 날씨의 소리를 들으며 밤에는.","I wandered the snowy crags,
listening to the language of the birds by day
and to the noises of the weather by night."
"바람은 울부짖었고, 눈은 사태를 일으켰고, 그리고 공기는 삐걱거렸다.","The wind howled, the snow avalanched, and the air creaked."
"나는 잠을 자고, 먹고, 갈대 피리를 불고, 그리고 프라이트풀에게 말을 걸었다.","I slept, ate, played my reed whistle, and talked to Frightful."
"편안하고, 따뜻하고, 그리고 겨울 야생의 일부가 되는 것은
잊을 수 없는 경험이다.","To be relaxed, warm, and part of the winter wilderness
is an unforgettable experience."
"나는 아주 좋은 컨디션이었다.","I was in excellent condition."
"감기도 없고, 콧물도 없고, 한 순간의 피로도 없었다.","Not a cold, not a sniffle, not a moment of fatigue."
"나는 그 느낌을 즐겼다
내가 먹고, 자고, 따뜻할 수 있다는,
그리고 산을 강타하는 폭풍들과
산을 마비시키는 영하의 기온을
이겨낼 수 있다는.","I enjoyed the feeling
that I could eat, sleep and be warm,
and outwit the storms that blasted the mountains
and the subzero temperatures
that numbed them."
"눈은 계속 내렸다.","It snowed on."
"나는 눈더미를 헤치고 나아갔고 길을 밟아 만들었다
결국 내게 떠오를 때까지
내가 눈신을 만들 모든 재료를 가지고 있다는 것이
더 쉬운 이동을 위해.","I plowed through drifts and stamped paths
until eventually it occurred to me
that I had all the materials to make snowshoes
for easier traveling."
"여기에 눈신 메모가 있다:","Here are the snowshoe notes:"
"나는 물푸레나무 어린 나무로 널빤지를 만들었다,
휠 수 있을 만큼 얇게 깎아서.","I made slats out of ash saplings,
whittling them thin enough to bow."
"나는 그것들을 물에 담가 더 쉽게 구부러지게 했고,
양쪽 끝을 함께 고리로 만들고,
가죽으로 감았다.","I soaked them in water to make them bend more easily,
looped the two ends together,
and wound them with hide."
"내 주머니칼로 나는 구멍을 뚫었다
고리 전체 둘레의 각 부분에.","With my penknife I made holes
in each part all around the loop."
"나는 사슴 가죽을 십자로 엮었다
고리들 사이로.","I strung deer hide crisscross
through the loops."
"나는 가죽 고리를 만들었다 발가락을 잡아줄
그리고 끈을 만들었다 신발을 묶어 고정할.","I made a loop of hide to hold my toe
and straps to tie the shoes on."
"내가 이 신발을 신고 처음 걸었을 때,
나는 발가락에 걸려 넘어졌다,
하지만 첫날이 끝날 무렵에는 나는 걸을 수 있었다
나무에서 협곡까지 절반의 시간에.","When I first walked in these shoes,
I tripped on my toes and fell,
but by the end of the first day I could walk
from the tree to the gorge in half the time."
"나는 날씨에 가까이 살았다.","I lived close to the weather."
"놀라운 일이다 얼마나 당신이 날씨를 관찰하게 되는지
당신이 그 안에서 살 때.","It is surprising how you watch it
when you live in it."
"구름 하나도 눈에 띄지 않게 지나가지 않았고,
바람 하나도 시험받지 않고 불지 않았다.","Not a cloud passed unnoticed,
not a wind blew untested."
"나는 폭풍의 기분을 알았다,
그것들이 어디서 왔는지,
그것들의 모양과 색깔을.","I knew the moods of the storms,
where they came from,
their shapes and colors."
"해가 비치면, 나는 프라이트풀을 초원으로 데려갔고
우리는 산을 미끄러져 내려갔다
내 자라등딱지 썰매를 타고.","When the sun shone, I took Frightful to the meadow
and we slid down the mountain
on my snapping-turtle-shell sled."
"그녀는 이것을 별로 좋아하지 않았다.","She didn't care much for this."
"바람이 바뀌고 공기에서 눈 냄새가 나면,
나는 내 나무 안에 머물곤 했다,
왜냐하면 나는 어느 날 오후 눈보라 속에서 길을 잃은 적이 있었고
바위 선반에 웅크려야 했기 때문이다
내가 어디로 가는지 볼 수 있을 때까지.","When the winds changed and the air smelled like snow,
I would stay in my tree,
because I had gotten lost in a blizzard one afternoon
and had had to hole up in a rock ledge
until I could see where I was going."
"그날 바람이 너무 강해서
나는 밀고 나아갈 수가 없었다,
그래서 나는 선반 아래로 기어들어갔다;
몇 시간 동안 나는 궁금했다
폭풍이 지나간 후 내가 빠져나올 수 있을지.","That day the winds were so strong
I could not push against them,
so I crawled under the ledge;
for hours I wondered
if I would be able to dig out when the storm blew on."
"다행히 나는 약 1피트의 눈만 밀고 나가면 됐다.","Fortunately I only had to push through about a foot of snow."
"하지만, 그 경험은 나에게 가르쳐 주었다
공기가 ""눈""이라고 말할 때 집에 있으라고.","However, that taught me
to stay home when the air said ""snow."""
"내가 폭풍 속에서 집에서 멀리 잡히는 것이
두려웠던 것은 아니다,
왜냐하면 나는 어디서든 음식과 쉼터를 찾고
불을 피울 수 있었으니까,
하지만 나는 내 솔송나무 집에
둥지에 앉은 새처럼 애착이 생겼다.","Not that I was afraid of being caught
far from home in a storm,
for I could find food and shelter
and make a fire anywhere,
but I had become as attached to my hemlock house
as a brooding bird to her nest."
"폭풍과 날씨 속에 갇히면,
나는 내 나무로 돌아가고 싶은 절박한 욕구가 있었다,
바론 위즐이 그의 굴로 돌아가듯,
그리고 사슴이 그들의 작은 숲으로 돌아가듯.","Caught out in the storms and weather,
I had an urgent desire to return to my tree,
even as The Baron Weasel returned to his den,
and the deer to their copse."
"우리 모두 야생에서 우리만의 작은 ""영역""이 있었다.","We all had our little ""patch"" in the wilderness."
"우리 모두 거기로 돌아가려고 싸웠다.","We all fought to return there."
"나는 보통 밤에 집에 왔다
근처 어린 나무에 둥지를 튼 동고비와 함께.","I usually came home at night
with the nuthatch that roosted in a nearby sapling."
"나는 내가 늦었다는 것을 알았다
내가 나무를 두드렸을 때 그가 나오면.","I knew I was late
if I tapped the tree and he came out."
"가끔 날씨가 얼어붙고 비참할 때,
나는 그의 소리를 들었다 나무 높은 곳에서
초원 가장자리 근처에서,
잡아당기고 잡아당기며 꼬리를 탁탁 치는,
그러면 나는 그가 일찍 잠자리로 날아가는 것을 보곤 했다.","Sometimes when the weather was icy and miserable,
I would hear him high in the tree
near the edge of the meadow,
yanking and yanking and flicking his tail,
and then I would see him wing to bed early."
"나는 그를 꽤 좋은 기압계라고 여겼다,
그리고 그가 일찍 나무로 들어가면,
나도 일찍 내 나무로 들어갔다.","I considered him a pretty good barometer,
and if he went to his tree early,
I went to mine early too."
"당신에게 신문이나 라디오가 없을 때
날씨 정보를 알려줄,
새와 동물을 관찰하라.","When you don't have a newspaper or radio
to give you weather bulletins,
watch the birds and animals."
"그들은 폭풍이 오고 있을 때를 알 수 있다.","They can tell when a storm is coming."
"나는 그 동고비를 ""바로미터""라고 불렀다,
그리고 그가 웅크리면, 나도 웅크렸고,
불을 켜고, 내 모닥불 옆에 앉아
나무를 깎거나 갈대 피리로 새 곡을 배웠다.","I called the nuthatch ""Barometer,""
and when he holed up, I holed up,
lit my light, and sat by my fire
whittling or learning new tunes on my reed whistle."
"나는 이제 정말로 겨울의 한복판에 있었고,
그 활동에 꽤 매료되었다.","I was now really into the teeth of winter,
and quite fascinated by its activity."
"""고요한 겨울 밤""이란 것은 없다.","""There is no such thing as a ""still winter night."""
"삐걱거리는 추위 속에서
많은 동물들이 돌아다니고 있을 뿐만 아니라,
나무들도 울부짖고 가지들이 부러져 떨어지고,
바람은 골짜기에 갇혀
죽을 때까지 비명을 지른다.","Not only are many animals running around
in the creaking cold,
but the trees cry out and limbs snap and fall,
and the wind gets caught in a ravine
and screams until it dies."
"어느 시끄러운 밤에 나는 이것을 적었다:","One noisy night I put this down:"
"누군가가 내 침실에 있다.","There is somebody in my bedroom."
"나는 작은 인사 소리와
작은 발이 벽을 올라가는 소리를 들을 수 있다.","I can hear small exchanges of greetings
and little feet moving up the wall."
"내가 불을 켤 때쯤이면 모든 것이 조용하다.","By the time I get to my light all is quiet."
"다음 날","Next Day"
"지난밤 내 방에 무언가가 있었다,
작은 터널이 내 문에서 눈 속으로 이어져 있다.","There was something in my room last night,
a small tunnel leads out from my door into the snow."
"그것은 놀라운 터널이다, 깔끔하게 다져져 있고,
마른 고사리에서 이끼 덩어리까지 이어진다.","It is a marvelous tunnel, neatly packed,
and it goes from a dried fern to a clump of moss."
"그러다 방향을 틀더니 사라진다.","Then it turns and disappears."
"나는 쥐라고 말하겠다.","I would say mouse."
"그날 밤","That Night"
"나는 불씨를 살려 두었고
방문객이 문에 도달하기 전에 빠르게 불을 켰다.","I kept an ember glowing
and got a light fast before the visitor could get to the door."
"그것은 쥐였다—완벽한 작은 흰발 사슴쥐
거대한 검은 눈과 깔끔한 하얀 발을 가진.","It was a mouse—a perfect little white-footed deer mouse
with enormous black eyes and tidy white feet."
"침입 현장에서 잡힌 그는,
뒤로 물러나지 않기로 결정했고,
나를 향해 몇 걸음 다가왔다.","Caught in the act of intruding,
he decided not to retreat,
but came toward me a few steps."
"나는 그에게 견과 알맹이를 건네주었다.","I handed him a nut meat."
"그는 그것을 연약한 앞발로 잡고,
볼에 쑤셔 넣고, 홱 돌아서,
그의 비밀 터널로 나갔다.","He took it in his fragile paws,
stuffed it in his cheek, flipped,
and went out his secret tunnel."
"의심할 여지없이 그 터널은
내 저장 나무까지 바로 이어지고,
이 녀석은 풍족한 겨울을 보내고 있다.","No doubt the tunnel leads
right over to my store tree,
and this fellow is having a fat winter."
"눈 속에 너구리나 스컹크는 없었지만,
쥐, 족제비, 밍크, 여우,
땃쥐, 솜꼬리토끼들은 모두
7월의 코니아일랜드보다 더 바빴다.","There were no raccoons or skunks about in the snow,
but the mice, the weasels, the mink, the foxes,
the shrews, the cottontail rabbits were all
busier than Coney Island in July."
"그들의 발자국은 산 전체에 있었고,
그들의 활동은 서로를 잡는 것부터
다양한 재료를 굴과 보금자리로
끌어가는 것까지 다양했다
더 많은 단열을 위해.","Their tracks were all over the mountain,
and their activities ranged from catching each other
to hauling various materials
back to their dens and burrows
for more insulation."
"낮에는 새들이 날개를 펴고 있었다.","By day the birds were a-wing."
"그들은 늦게 일어났다, 나보다 늦게,
그리고 먹이를 찾기 전에 서로에게 소리를 질렀다.","They got up late, after I did,
and would call to each other before hunting."
"나는 불을 지피며 생각하곤 했다
얼마나 많은 먹이가 필요한지
작은 새 한 마리를 살려두려면
그 맹렬한 추위 속에서.","I would stir up my fire and think about
how much food it must take
to keep one little bird alive
in that fierce cold."
"그들은 먹고 또 먹고 또 먹어야 한다, 나는 생각했다.","They must eat and eat and eat, I thought."
"하지만 한번은, 나는 수컷 홍관조를 발견했다
산사나무 덤불에 앉아 있는.","Once, however, I came upon a male cardinal
sitting in a hawthorn bush."
"그것은 비참한 날이었다, 회색이고, 축축하고,
대략 영도 근처였다.","It was a miserable day, gray, damp,
and somewhere around the zero mark."
"홍관조는 아무것도 하고 있지 않았다—
그냥 나뭇가지에 앉아 있을 뿐,
스스로를 따뜻하게 하려고 깃털을 부풀린 채.","The cardinal wasn't doing anything at all—
just sitting on a twig,
all fluffed up to keep himself warm."
"저기 현명한 새가 있다, 나는 속으로 말했다.","Now there's a wise bird, I said to myself."
"그는 에너지를 아끼고 있다,
이 먹이를 찾아 날아다니며
노력을 낭비하는 짓은 하지 않는다.","He is conserving his energy,
none of this flying around looking for food
and wasting effort."
"내가 그를 지켜보는 동안, 그는 발을 두 번 바꿨다,
한 발로 서고 그런 다음 다른 발을
따뜻한 깃털 속으로 끌어올리며.","As I watched him, he shifted his feet twice,
standing on one and then pulling the other up
into his warm feathers."
"나는 종종 궁금했었다
왜 새들의 발이 얼지 않는지,
그리고 거기에 내 답이 있었다.","I had often wondered
why birds' feet didn't freeze,
and there was my answer."
"그는 심지어 두 발 모두 위에 앉아서
따뜻한 깃털이 양말처럼 덮게 했다.","He even sat down on both of them
and let his warm feathers cover them like socks."
"1월 8일","January 8"
"나는 오늘 프라이트풀을 데리고 나갔다.","I took Frightful out today."
"우리는 초원으로 갔다
그녀를 위해 토끼를 잡으러;
우리가 숲 가장자리 근처의
솔송나무 중 하나를 지날 때,
그녀는 깃털을 몸에 바짝 붙이고
놀란 표정을 보였다.","We went over to the meadow
to catch a rabbit for her;
as we passed one of the hemlocks
near the edge of the grove,
she pulled her feathers to her body
and looked alarmed."
"나는 무엇이 그녀를 놀라게 했는지
알아내려 했지만, 아무것도 보지 못했다.","I tried to find out
what had frightened her, but saw nothing."
"돌아오는 길에 우리는 같은 나무를 지났고
나는 눈 속에 떨어진 올빼미 펠릿을 발견했다.","On the way back we passed the same tree
and I noticed an owl pellet cast in the snow."
"나는 위를 올려다보았다.","I looked up."
"가지들이 많고 어두웠지만,
나는 올빼미를 볼 수 없었다.","There were lots of limbs and darkness,
but I could not see the owl."
"나는 나무 주위를 돌았다;
프라이트풀은 한 지점을 응시했다
머리가 돌아가 빠질 것처럼 생각될 때까지.","I walked around the tree;
Frightful stared at one spot
until I thought her head would swivel off."
"나는 보았다, 그리고 거기 있었다,
부러진 가지처럼 보이는—
큰뿔올빼미.","I looked, and there it was,
looking like a broken limb—
a great horned owl."
"나는 정말 흥분했다고 말해야겠다
이런 이웃을 두게 되어.","I must say I was excited
to have such a neighbor."
"나는 막대기로 나무를 쳤고 그는 날아갔다.","I hit the tree with a stick and he flew off."
"그 거대한 날개—5피트는 되었을—
바람을 쳤지만, 소리는 없었다.","Those great wings—they must have been five feet across—
beat the wind, but there was no sound."
"올빼미는 나무들 사이로 산 아래를 향해 날았고,
어딘가 멀지 않은 곳에서
바늘잎과 가지 속으로 사라졌다.","The owl steered down the mountain through the trees,
and somewhere not far away
he vanished in the needles and limbs."
"큰뿔올빼미가 있다는 것은 정말 아주 특별하다.","It is really very special to have a horned owl."
"내가 이렇게 느끼는 이유는
그가 그만큼 야생의 새이기 때문인 것 같다.","I guess I feel this way
because he is such a wilderness bird."
"그는 많은 숲과 큰 나무들이 필요하고,
그래서 그의 존재는 의미한다
그리블리 농장이 정말 아름다운 곳이라는 것을.","He needs lots of forest and big trees,
and so his presence means
that the Gribley farm is a beautiful place indeed."
"어느 한 주 날씨가 태양에 조금 양보했고,
눈이 녹았고 나뭇가지들이 짐을 털어내고
공중으로 튀어올랐다.","One week the weather gave a little to the sun,
and snow melted and limbs dumped their loads
and popped up into the air."
"나는 이글루를 만들어 볼까 생각했다.","I thought I'd try to make an igloo."
"나는 큰 눈 블록들을 자르고 있었고
그것들을 원형으로 놓고 있었다.","I was cutting big blocks of snow
and putting them in a circle."
"프라이트풀은 얼굴을 햇빛에 대고 있었고,
나무참새들은 솔송나무 솔방울을 약탈하고 있었다.","Frightful was doing with her face in the sun,
and the tree sparrows were raiding the hemlock cones."
"나는 일하고 콧노래를 불렀고,
회색 구름 덮개가 알아차리지 못했다
산 위로 살금살금 올라오고 있는 북서쪽에서.","I worked and hummed,
and did not notice the gray sheet of cloud
that was sneaking up the mountain from the northwest."
"그것은 태양을 갑자기 덮었다.","It covered the sun suddenly."
"나는 깨달았다 공기가 충분히 축축해서 짜낼 수 있을 정도라는 것을.","I realized the air was damp enough to wring."
"나는 벌레만큼 따뜻하게 지낼 수 있었다
젖지만 않는다면,
그래서 나는 하늘의 칙칙한 엉망을 보고,
프라이트풀을 휘파람으로 불러,
나무로 돌아가기 시작했다.","I could stay as warm as a bug
if I didn't get wet,
so I looked at the drab mess in the sky,
whistled for Frightful,
and started back to the tree."
"우리는 들어박혔다 바로미터가 집으로
비틀거리며 돌아오고 있을 때,
그리고 그것은 조금도 이르지 않았다.","We holed up
just as Barometer was yanking his way home,
and it was none too soon."
"이슬비가 내렸고, 안개비가 내렸고, 보슬비가 뿌렸고,
마침내 얼었다.","It drizzled, it misted, it sprinkled,
and finally it froze."
"사슴가죽 문은 어둠이 오면서 얼음으로 뻣뻣해졌고,
바람이 부딪힐 때 양철 조각처럼 덜커덕거렸다.","The deer-hide door grew stiff with ice as darkness came,
and it rattled like a piece of tin when the wind hit it."
"나는 불을 피웠고, 나무 방이 따뜻해졌고,
나는 내가 포섬 수프라고 부르는 조합을 이것저것 만졌다.","I made a fire, the tree room warmed,
and I puttered around with a concoction I call possum sop."
"얼린 포섬을 이끼류, 뱀풀,
그리고 이풀과 함께 끓인 한 끼.","A meal of frozen possum stewed with lichens,
snakeweed, and lousewort."
"그것은 색다른 종류의 요리이다.","It is a different sort of dish."
"물론 내가 정말 좋아하는 것은
모든 식물의 이름들이다 포섬이라는 이름과 함께하는.","Of course what I really like about it
are the names of all the plants with the name possum."
"나는 한 시간 정도 이 요리를 만들며 장난쳤고,
이것저것 넣었는데,
그때 터널 안의 쥐 소리를 들었다.","I fooled for an hour or so brewing this dish,
adding this and that,
when I heard the mouse in his tunnel."
"나는 깨달았다 그가 끔찍한 소란을 피우고 있다는 것을,
그리고 결정했다 그것은 그가 얼음을 갉아서
들어오려 하기 때문이라고.","I realized he was making an awful fuss,
and decided it was because he was trying
to gnaw through ice to get in."
"나는 그를 도와주기로 했다.","I decided to help him."
"프라이트풀은 그녀의 자리에 있었고,
나는 쥐의 얼굴을 보고 싶었다
그가 매와 함께 굴에 있다는 것을 알았을 때.","Frightful was on her post,
and I wanted to see the mouse's face
when he found he was in a den with a falcon."
"나는 사슴가죽 문을 밀었다.","I pushed the deerskin door."
"꿈쩍도 안 했다.","It wouldn't budge."
"나는 그것을 찼다.","I kicked it."
"조금 움직이며, 도자기처럼 금이 갔고,
나는 깨달았다 그 문을 열어두지 않으면
얼음에 갇히게 될 것이라고.","It gave a little, cracking like china,
and I realized that I was going to be iced in
if I didn't keep that door open."
"나는 마침내 그것을 열었다.","I finally got it open."
"분명히 1인치 반의 얼음이 그 위에 있었을 것이다.","There must have been an inch and a half of ice on it."
"쥐는, 말할 것도 없이, 사라졌다.","The mouse, needless to say, was gone."
"나는 저녁을 먹었고 스스로에게 상기시켰다
밤 동안 가끔 일어나서 문을 열라고.","I ate my supper and reminded myself
to awaken and open the door off and on during the night."
"나는 불에 장작을 더 넣었다,
불꽃에도 불구하고 축축했기 때문에,
그리고 속옷과 옷을 입은 채 잠자리에 들었다.","I put more wood on the fire,
as it was damp in spite of the flames,
and went to bed in my underwear and suit."
"나는 두 번 깨어서 문을 발로 차서 열었다.","I awoke twice and kicked open the door."
"그리고 나는 깊은 잠에 빠졌고
그것은 평소 일어나는 시간보다 몇 시간이나 지속되었다.","Then I fell into a sound sleep
that lasted hours beyond my usual rising time."
"나는 늦잠을 잤다, 알고 보니,
얼음 덩어리 안에 있었기 때문이고,
숲의 아침 소리가 하나도
내 유리 집을 뚫고 들어와 나를 깨우지 못했기 때문이다.","I overslept, I discovered,
because I was in a block of ice,
and none of the morning sounds of the forest
penetrated my glass house to awaken me."
"내가 가장 먼저 한 것은 문을 열려고 한 것이었다;
나는 쪼개고 차서 겨우
머리를 내밀어 무슨 일이 일어났는지 보았다.","The first thing I did was try to open the door;
I chipped and kicked and managed to get my head out
to see what had happened."
"나는 봉인되어 있었다.","I was sealed in."
"자, 나는 빙풍을 본 적이 있고,
그것들이 반짝이고 유리 같고 위험할 수 있다는 것을 알지만,
이것은 다른 차원이었다.","Now, I have seen ice storms,
and I know they can be shiny and glassy and treacherous,
but this was something else."
"얼음 판들이 사시나무들을 땅에 묶고 있었고
솔송나무 꼭대기들을 아치 모양으로 굳히고 있었다.","There were sheets of ice binding the aspens to earth
and cementing the tops of the hemlocks in arches."
"그것은 몇 인치 두께였다.","It was inches thick."
"프라이트풀은 문 밖으로 날개를 펴고 날아서
나뭇가지에 앉으려 했다.","Frightful winged out of the door
and flew to a limb, where she tried to perch."
"그녀는 미끄러지고, 땅에 떨어지고,
날개와 배털로 미끄러져서
낮은 곳에서 마침내 멈췄다.","She slipped, dropped to the ground,
and skidded on her wings and undercoats
to a low spot where she finally stopped."
"그녀는 발로 일어서려 했지만, 미끄러지고,
균형을 잃고, 날개를 폈다.","She tried to get to her feet, slipped,
lost her balance, and spread her wings."
"그녀는 마침내 공중으로 퍼덕여 올라가
괜찮은 발판을 찾을 때까지 그곳에서 맴돌았다.","She finally flapped into the air
and hovered there until she could locate a decent perch."
"그녀는 솔송나무 줄기에 바짝 붙은 곳을 찾았다.","She found one close against the bole of the hemlock."
"그곳은 얼음이 없었다.","It was ice free."
"나는 그녀를 보고 웃었고,
그리고 나서 밖으로 나와 한 걸음 내디뎠다.","I laughed at her,
and then I came out and took a step."
"나는 엉덩이로 폭발적으로 착지했다.","I landed with an explosion on my seat."
"그 충격은 얼음을 산산조각 냈고
유리 덮인 나뭇가지들을 땅으로 쏟아지게 했다
산산이 부서지는 수정 한 삽처럼.","The jolt splintered the ice
and sent glass-covered limbs clattering to earth
like a shovelful of shattering crystal."
"내가 거기 앉아 있을 때,
다칠 수 있어서 감히 움직이지 못했는데,
나는 엄청난 폭발 소리를 들었다.","As I sat there,
and I didn't dare to move because I might get hurt,
I heard an enormous explosion."
"그 뒤로 쪼개지고 덜커덕거리고 부서지는 소리가 이어졌다.","It was followed by splintering and clattering and smashing."
"초원 가장자리의 단풍나무가 말 그대로 폭발했다.","A maple at the edge of the meadow had literally blown up."
"나는 이제 내 나무들이 걱정되었다—
얼음이 너무 무거워 견딜 수 없었다.","I feared now for my trees—
the ice was too heavy to bear."
"쓰러진 김에, 나는 사슴가죽 덮개를 깨끗이 쪼아내고,
일종의 헤엄치듯 나무 안으로 돌아갔다,
산 전체에서 나무들이 폭발하는 소리를 들으며.","While down, I chipped the deer flap clean,
and sort of swam back into my tree,
listening to trees exploding all over the mountain."
"그것은 무섭고 끔찍한 소리였다.","It was a fearful and dreadful sound."
"나는 불을 피우고, 훈제 생선과 말린 사과를 먹고,
다시 밖으로 나갔다.","I made a fire, ate smoked fish and dried apples,
and went out again."
"나는 아이스 스케이트를 만들어볼까 하는 생각을
했다고 고백해야겠다.","I must say I toyed with the idea
of making ice skates."
"하지만, 나는 철 마차 축이
나무에 얼어붙어 있는 것을 보고,
그것을 향해 기어갔다.","However, I saw the iron wagon axle
iced against a tree,
and crawled to it."
"나는 도끼 뒤쪽으로 그것의 얼음을 깨고,
지팡이로 사용했다.","I de-iced it with the butt of my ax,
and used it for a cane."
"나는 그것을 땅에 찔러넣고 조금씩 나아갔다.","I would stab it into the ground and inch along."
"나는 두어 번 넘어졌지만
처음만큼 세게는 아니었다.","I fell a couple of times
but not as hard as at first time."
"프라이트풀은 내가 숲을 통과해 출발하는 것을 보았고,
이 겨울 장관을 봐야 했으니까,
그녀는 내 어깨 위로 날아왔다,
좋은 발판이 반가워서.","Frightful saw me start off through the woods,
for I had to see this winter display,
and she winged to my shoulder,
glad for a good perch."
"초원에서 나는 희망적으로 태양을 찾았지만,
기회가 없었다.","At the meadow I looked hopefully for the sun,
but it didn't have a chance."
"하늘은 인디애나 콩 수프만큼 두꺼웠다.","The sky was as thick as Indiana bean soup."
"탁 트인 곳에서 나는 지켜보았다
나무 하나하나가 얼음 아래서 갈라지고 부러지는 것을,
그리고 공중으로 쏘아 올려진 유리 불꽃들과
얼음이 산산조각 나며 내는 천둥소리는
기억할 만한 것이었다.","Out in the open I watched
one tree after another splinter and break under the ice,
and the glass sparks that shot into the air
and the thunder that the ice made as it shattered
were something to remember."
"정오에도 물방울 하나 떨어지지 않았고,
얼음은 새벽만큼 단단했다.","At noon not a drip had fallen,
the ice was as tight as it had been at dawn."
"나는 동고비 소리를 듣지 못했고,
박새들은 한 번 울었지만, 다시 조용해졌다.","I heard no nuthatches,
the chickadees called once, but were silent again."
"내 샘 근처에서 폭발이 있었다.","There was an explosion near my spring."
"솔송나무 하나가 쓰러졌다.","A hemlock had gone."
"프라이트풀과 나는 나무로 살금살금 돌아갔다.","Frightful and I crept back to the tree."
"나는 결정했다 만약 내 집이 산산조각 날 거라면,
차라리 그 안에 있겠다고.","I decided that if my house was going to shatter,
I would just as soon be in it."
"안에서, 나는 프라이트풀에게 막대기를 던졌고
그녀는 발톱으로 잡았다.","Inside, I threw sticks to Frightful
and she caught them in her talons."
"이것은 우리가 긴장하고 지루할 때 하는 놀이다.","This is a game we play when we are tense and bored."
"밤이 왔고, 얼음은 여전히 판으로 깔려 있었다.","Night came, and the ice still lay in sheets."
